ExternalId,Subject,Status,ActivityDate,Description
TASK001125,Technical spec call,In Progress,2026-04-16,
TASK001126,Delivery confirmation,Completed,2026-04-16,
TASK001127,Invoice dispute follow-up,Not Started,2026-04-16,
TASK001128,Warranty claim initiated,In Progress,2026-04-16,
TASK001129,Installation support scheduled,Completed,2026-04-16,
TASK001130,Quarterly business review,Not Started,2026-04-16,
TASK001131,Return processing started,In Progress,2026-04-15,
TASK001132,Credit memo issued,Completed,2026-04-15,
TASK001133,Backorder notification sent,Not Started,2026-04-15,
TASK001134,Custom order specification,In Progress,2026-04-15,
TASK001135,Compliance documentation sent,Completed,2026-04-15,
TASK001136,Pipeline review completed,Not Started,2026-04-15,
TASK001137,Product spec clarification,In Progress,2026-04-15,
TASK001138,Account renewal discussion,Completed,2026-04-15,
TASK001139,Shipping damage claim filed,Not Started,2026-04-15,
TASK001140,New lead qualification call,In Progress,2026-04-15,
TASK001141,Follow up on order status,Completed,2026-04-15,
TASK001142,Product demo scheduled,Not Started,2026-04-15,
TASK001143,Send quote revision,In Progress,2026-04-15,
TASK001144,Contract review meeting,Completed,2026-04-15,
TASK001145,Technical spec call,Not Started,2026-04-15,
TASK001146,Delivery confirmation,In Progress,2026-04-15,
TASK001147,Invoice dispute follow-up,Completed,2026-04-15,
TASK001148,Warranty claim initiated,Not Started,2026-04-14,
TASK001149,Installation support scheduled,In Progress,2026-04-14,
TASK001150,Quarterly business review,Completed,2026-04-14,
TASK001151,Return processing started,Not Started,2026-04-14,
TASK001152,Credit memo issued,In Progress,2026-04-14,
TASK001153,Backorder notification sent,Completed,2026-04-14,
TASK001154,Custom order specification,Not Started,2026-04-14,
TASK001155,Compliance documentation sent,In Progress,2026-04-14,
TASK001156,Pipeline review completed,Completed,2026-04-14,
TASK001157,Product spec clarification,Not Started,2026-04-14,
TASK001158,Account renewal discussion,In Progress,2026-04-14,
TASK001159,Shipping damage claim filed,Completed,2026-04-14,
TASK001160,New lead qualification call,Not Started,2026-04-14,
TASK001161,Follow up on order status,In Progress,2026-04-14,
TASK001162,Product demo scheduled,Completed,2026-04-14,
TASK001163,Send quote revision,Not Started,2026-04-14,
TASK001164,Contract review meeting,In Progress,2026-04-13,
TASK001165,Technical spec call,Completed,2026-04-13,
TASK001166,Delivery confirmation,Not Started,2026-04-13,
TASK001167,Invoice dispute follow-up,In Progress,2026-04-13,
TASK001168,Warranty claim initiated,Completed,2026-04-13,
TASK001169,Installation support scheduled,Not Started,2026-04-13,
TASK001170,Quarterly business review,In Progress,2026-04-13,
TASK001171,Return processing started,Completed,2026-04-13,
TASK001172,Credit memo issued,Not Started,2026-04-13,
TASK001173,Backorder notification sent,In Progress,2026-04-13,
TASK001174,Custom order specification,Completed,2026-04-13,
TASK001175,Compliance documentation sent,Not Started,2026-04-13,
TASK001176,Pipeline review completed,In Progress,2026-04-13,
TASK001177,Product spec clarification,Completed,2026-04-13,
TASK001178,Account renewal discussion,Not Started,2026-04-13,
TASK001179,Shipping damage claim filed,In Progress,2026-04-13,
TASK001180,New lead qualification call,Completed,2026-04-13,
TASK001181,Follow up on order status,Not Started,2026-04-12,
TASK001182,Product demo scheduled,In Progress,2026-04-12,
TASK001183,Send quote revision,Completed,2026-04-12,
TASK001184,Contract review meeting,Not Started,2026-04-12,
TASK001185,Technical spec call,In Progress,2026-04-12,
TASK001186,Delivery confirmation,Completed,2026-04-12,
TASK001187,Invoice dispute follow-up,Not Started,2026-04-12,
TASK001188,Warranty claim initiated,In Progress,2026-04-12,
TASK001189,Installation support scheduled,Completed,2026-04-12,
TASK001190,Quarterly business review,Not Started,2026-04-12,
TASK001191,Return processing started,In Progress,2026-04-12,
TASK001192,Credit memo issued,Completed,2026-04-12,
TASK001193,Backorder notification sent,Not Started,2026-04-12,
TASK001194,Custom order specification,In Progress,2026-04-12,
TASK001195,Compliance documentation sent,Completed,2026-04-12,
TASK001196,Pipeline review completed,Not Started,2026-04-12,
TASK001197,Product spec clarification,In Progress,2026-04-12,
TASK001198,Account renewal discussion,Completed,2026-04-11,
TASK001199,Shipping damage claim filed,Not Started,2026-04-11,
TASK001200,New lead qualification call,In Progress,2026-04-11,
TASK001201,Follow up on order status,Completed,2026-04-11,
TASK001202,Product demo scheduled,Not Started,2026-04-11,
TASK001203,Send quote revision,In Progress,2026-04-11,
TASK001204,Contract review meeting,Completed,2026-04-11,
TASK001205,Technical spec call,Not Started,2026-04-11,
TASK001206,Delivery confirmation,In Progress,2026-04-11,
TASK001207,Invoice dispute follow-up,Completed,2026-04-11,
TASK001208,Warranty claim initiated,Not Started,2026-04-11,
TASK001209,Installation support scheduled,In Progress,2026-04-11,
TASK001210,Quarterly business review,Completed,2026-04-11,
TASK001211,Return processing started,Not Started,2026-04-11,
TASK001212,Credit memo issued,In Progress,2026-04-11,
TASK001213,Backorder notification sent,Completed,2026-04-11,
TASK001214,Custom order specification,Not Started,2026-04-11,
TASK001215,Compliance documentation sent,In Progress,2026-04-10,
TASK001216,Pipeline review completed,Completed,2026-04-10,
TASK001217,Product spec clarification,Not Started,2026-04-10,
TASK001218,Account renewal discussion,In Progress,2026-04-10,
TASK001219,Shipping damage claim filed,Completed,2026-04-10,
TASK001220,New lead qualification call,Not Started,2026-04-10,
TASK001221,Follow up on order status,In Progress,2026-04-10,
TASK001222,Product demo scheduled,Completed,2026-04-10,
TASK001223,Send quote revision,Not Started,2026-04-10,
TASK001224,Contract review meeting,In Progress,2026-04-10,
TASK001225,Technical spec call,Completed,2026-04-10,
TASK001226,Delivery confirmation,Not Started,2026-04-10,
TASK001227,Invoice dispute follow-up,In Progress,2026-04-10,
TASK001228,Warranty claim initiated,Completed,2026-04-10,
TASK001229,Installation support scheduled,Not Started,2026-04-10,
TASK001230,Quarterly business review,In Progress,2026-04-10,
TASK001231,Return processing started,Completed,2026-04-10,
TASK001232,Credit memo issued,Not Started,2026-04-09,
TASK001233,Backorder notification sent,In Progress,2026-04-09,
TASK001234,Custom order specification,Completed,2026-04-09,
TASK001235,Compliance documentation sent,Not Started,2026-04-09,
TASK001236,Pipeline review completed,In Progress,2026-04-09,
TASK001237,Product spec clarification,Completed,2026-04-09,
TASK001238,Account renewal discussion,Not Started,2026-04-09,
TASK001239,Shipping damage claim filed,In Progress,2026-04-09,
TASK001240,New lead qualification call,Completed,2026-04-09,
TASK001241,Follow up on order status,Not Started,2026-04-09,
TASK001242,Product demo scheduled,In Progress,2026-04-09,
TASK001243,Send quote revision,Completed,2026-04-09,
TASK001244,Contract review meeting,Not Started,2026-04-09,
TASK001245,Technical spec call,In Progress,2026-04-09,
TASK001246,Delivery confirmation,Completed,2026-04-09,
TASK001247,Invoice dispute follow-up,Not Started,2026-04-09,
TASK001248,Warranty claim initiated,In Progress,2026-04-09,
TASK001249,Installation support scheduled,Completed,2026-04-08,
TASK001250,Quarterly business review,Not Started,2026-04-08,
TASK001251,Return processing started,In Progress,2026-04-08,
TASK001252,Credit memo issued,Completed,2026-04-08,
TASK001253,Backorder notification sent,Not Started,2026-04-08,
TASK001254,Custom order specification,In Progress,2026-04-08,
TASK001255,Compliance documentation sent,Completed,2026-04-08,
TASK001256,Pipeline review completed,Not Started,2026-04-08,
TASK001257,Product spec clarification,In Progress,2026-04-08,
TASK001258,Account renewal discussion,Completed,2026-04-08,
TASK001259,Shipping damage claim filed,Not Started,2026-04-08,
TASK001260,New lead qualification call,In Progress,2026-04-08,
TASK001261,Follow up on order status,Completed,2026-04-08,
TASK001262,Product demo scheduled,Not Started,2026-04-08,
TASK001263,Send quote revision,In Progress,2026-04-08,
TASK001264,Contract review meeting,Completed,2026-04-08,
TASK001265,Technical spec call,Not Started,2026-04-08,
TASK001266,Delivery confirmation,In Progress,2026-04-07,
TASK001267,Invoice dispute follow-up,Completed,2026-04-07,
TASK001268,Warranty claim initiated,Not Started,2026-04-07,
TASK001269,Installation support scheduled,In Progress,2026-04-07,
TASK001270,Quarterly business review,Completed,2026-04-07,
TASK001271,Return processing started,Not Started,2026-04-07,
TASK001272,Credit memo issued,In Progress,2026-04-07,
TASK001273,Backorder notification sent,Completed,2026-04-07,
TASK001274,Custom order specification,Not Started,2026-04-07,
TASK001275,Compliance documentation sent,In Progress,2026-04-07,
TASK001276,Pipeline review completed,Completed,2026-04-07,
TASK001277,Product spec clarification,Not Started,2026-04-07,
TASK001278,Account renewal discussion,In Progress,2026-04-07,
TASK001279,Shipping damage claim filed,Completed,2026-04-07,
TASK001280,New lead qualification call,Not Started,2026-04-07,
TASK001281,Follow up on order status,In Progress,2026-04-07,
TASK001282,Product demo scheduled,Completed,2026-04-06,
TASK001283,Send quote revision,Not Started,2026-04-06,
TASK001284,Contract review meeting,In Progress,2026-04-06,
TASK001285,Technical spec call,Completed,2026-04-06,
TASK001286,Delivery confirmation,Not Started,2026-04-06,
TASK001287,Invoice dispute follow-up,In Progress,2026-04-06,
TASK001288,Warranty claim initiated,Completed,2026-04-06,
TASK001289,Installation support scheduled,Not Started,2026-04-06,
TASK001290,Quarterly business review,In Progress,2026-04-06,
TASK001291,Return processing started,Completed,2026-04-06,
TASK001292,Credit memo issued,Not Started,2026-04-06,
TASK001293,Backorder notification sent,In Progress,2026-04-06,
TASK001294,Custom order specification,Completed,2026-04-06,
TASK001295,Compliance documentation sent,Not Started,2026-04-06,
TASK001296,Pipeline review completed,In Progress,2026-04-06,
TASK001297,Product spec clarification,Completed,2026-04-06,
TASK001298,Account renewal discussion,Not Started,2026-04-06,
TASK001299,Shipping damage claim filed,In Progress,2026-04-05,
TASK001300,New lead qualification call,Completed,2026-04-05,
TASK001301,Follow up on order status,Not Started,2026-04-05,
TASK001302,Product demo scheduled,In Progress,2026-04-05,
TASK001303,Send quote revision,Completed,2026-04-05,
TASK001304,Contract review meeting,Not Started,2026-04-05,
TASK001305,Technical spec call,In Progress,2026-04-05,
TASK001306,Delivery confirmation,Completed,2026-04-05,
TASK001307,Invoice dispute follow-up,Not Started,2026-04-05,
TASK001308,Warranty claim initiated,In Progress,2026-04-05,
TASK001309,Installation support scheduled,Completed,2026-04-05,
TASK001310,Quarterly business review,Not Started,2026-04-05,
TASK001311,Return processing started,In Progress,2026-04-05,
TASK001312,Credit memo issued,Completed,2026-04-05,
TASK001313,Backorder notification sent,Not Started,2026-04-05,
TASK001314,Custom order specification,In Progress,2026-04-05,
TASK001315,Compliance documentation sent,Completed,2026-04-05,
TASK001316,Pipeline review completed,Not Started,2026-04-04,
TASK001317,Product spec clarification,In Progress,2026-04-04,
TASK001318,Account renewal discussion,Completed,2026-04-04,
TASK001319,Shipping damage claim filed,Not Started,2026-04-04,
TASK001320,New lead qualification call,In Progress,2026-04-04,
TASK001321,Follow up on order status,Completed,2026-04-04,
TASK001322,Product demo scheduled,Not Started,2026-04-04,
TASK001323,Send quote revision,In Progress,2026-04-04,
TASK001324,Contract review meeting,Completed,2026-04-04,
TASK001325,Technical spec call,Not Started,2026-04-04,
TASK001326,Delivery confirmation,In Progress,2026-04-04,
TASK001327,Invoice dispute follow-up,Completed,2026-04-04,
TASK001328,Warranty claim initiated,Not Started,2026-04-04,
TASK001329,Installation support scheduled,In Progress,2026-04-04,
TASK001330,Quarterly business review,Completed,2026-04-04,
TASK001331,Return processing started,Not Started,2026-04-04,
TASK001332,Credit memo issued,In Progress,2026-04-04,
TASK001333,Backorder notification sent,Completed,2026-04-03,
TASK001334,Custom order specification,Not Started,2026-04-03,
TASK001335,Compliance documentation sent,In Progress,2026-04-03,
TASK001336,Pipeline review completed,Completed,2026-04-03,
TASK001337,Product spec clarification,Not Started,2026-04-03,
TASK001338,Account renewal discussion,In Progress,2026-04-03,
TASK001339,Shipping damage claim filed,Completed,2026-04-03,
TASK001340,New lead qualification call,Not Started,2026-04-03,
TASK001341,Follow up on order status,In Progress,2026-04-03,
TASK001342,Product demo scheduled,Completed,2026-04-03,
TASK001343,Send quote revision,Not Started,2026-04-03,
TASK001344,Contract review meeting,In Progress,2026-04-03,
TASK001345,Technical spec call,Completed,2026-04-03,
TASK001346,Delivery confirmation,Not Started,2026-04-03,
TASK001347,Invoice dispute follow-up,In Progress,2026-04-03,
TASK001348,Warranty claim initiated,Completed,2026-04-03,
TASK001349,Installation support scheduled,Not Started,2026-04-03,
TASK001350,Quarterly business review,In Progress,2026-04-02,
TASK001351,Return processing started,Completed,2026-04-02,
TASK001352,Credit memo issued,Not Started,2026-04-02,
TASK001353,Backorder notification sent,In Progress,2026-04-02,
TASK001354,Custom order specification,Completed,2026-04-02,
TASK001355,Compliance documentation sent,Not Started,2026-04-02,
TASK001356,Pipeline review completed,In Progress,2026-04-02,
TASK001357,Product spec clarification,Completed,2026-04-02,
TASK001358,Account renewal discussion,Not Started,2026-04-02,
TASK001359,Shipping damage claim filed,In Progress,2026-04-02,
TASK001360,New lead qualification call,Completed,2026-04-02,
TASK001361,Follow up on order status,Not Started,2026-04-02,
TASK001362,Product demo scheduled,In Progress,2026-04-02,
TASK001363,Send quote revision,Completed,2026-04-02,
TASK001364,Contract review meeting,Not Started,2026-04-02,
TASK001365,Technical spec call,In Progress,2026-04-02,
TASK001366,Delivery confirmation,Completed,2026-04-02,
TASK001367,Invoice dispute follow-up,Not Started,2026-04-01,
TASK001368,Warranty claim initiated,In Progress,2026-04-01,
TASK001369,Installation support scheduled,Completed,2026-04-01,
TASK001370,Quarterly business review,Not Started,2026-04-01,
TASK001371,Return processing started,In Progress,2026-04-01,
TASK001372,Credit memo issued,Completed,2026-04-01,
TASK001373,Backorder notification sent,Not Started,2026-04-01,
TASK001374,Custom order specification,In Progress,2026-04-01,
TASK001375,Compliance documentation sent,Completed,2026-04-01,
TASK001376,Pipeline review completed,Not Started,2026-04-01,
TASK001377,Product spec clarification,In Progress,2026-04-01,
TASK001378,Account renewal discussion,Completed,2026-04-01,
TASK001379,Shipping damage claim filed,Not Started,2026-04-01,
TASK001380,New lead qualification call,In Progress,2026-04-01,
TASK001381,Follow up on order status,Completed,2026-04-01,
TASK001382,Product demo scheduled,Not Started,2026-04-01,
TASK001383,Send quote revision,In Progress,2026-04-01,
TASK001384,Contract review meeting,Completed,2026-03-31,
TASK001385,Technical spec call,Not Started,2026-03-31,
TASK001386,Delivery confirmation,In Progress,2026-03-31,
TASK001387,Invoice dispute follow-up,Completed,2026-03-31,
TASK001388,Warranty claim initiated,Not Started,2026-03-31,
TASK001389,Installation support scheduled,In Progress,2026-03-31,
TASK001390,Quarterly business review,Completed,2026-03-31,
TASK001391,Return processing started,Not Started,2026-03-31,
TASK001392,Credit memo issued,In Progress,2026-03-31,
TASK001393,Backorder notification sent,Completed,2026-03-31,
TASK001394,Custom order specification,Not Started,2026-03-31,
TASK001395,Compliance documentation sent,In Progress,2026-03-31,
TASK001396,Pipeline review completed,Completed,2026-03-31,
TASK001397,Product spec clarification,Not Started,2026-03-31,
TASK001398,Account renewal discussion,In Progress,2026-03-31,
TASK001399,Shipping damage claim filed,Completed,2026-03-31,
TASK001400,New lead qualification call,Not Started,2026-03-30,
TASK001401,Follow up on order status,In Progress,2026-03-30,
TASK001402,Product demo scheduled,Completed,2026-03-30,
TASK001403,Send quote revision,Not Started,2026-03-30,
TASK001404,Contract review meeting,In Progress,2026-03-30,
TASK001405,Technical spec call,Completed,2026-03-30,
TASK001406,Delivery confirmation,Not Started,2026-03-30,
TASK001407,Invoice dispute follow-up,In Progress,2026-03-30,
TASK001408,Warranty claim initiated,Completed,2026-03-30,
TASK001409,Installation support scheduled,Not Started,2026-03-30,
TASK001410,Quarterly business review,In Progress,2026-03-30,
TASK001411,Return processing started,Completed,2026-03-30,
TASK001412,Credit memo issued,Not Started,2026-03-30,
TASK001413,Backorder notification sent,In Progress,2026-03-30,
TASK001414,Custom order specification,Completed,2026-03-30,
TASK001415,Compliance documentation sent,Not Started,2026-03-30,
TASK001416,Pipeline review completed,In Progress,2026-03-30,
TASK001417,Product spec clarification,Completed,2026-03-29,
TASK001418,Account renewal discussion,Not Started,2026-03-29,
TASK001419,Shipping damage claim filed,In Progress,2026-03-29,
TASK001420,New lead qualification call,Completed,2026-03-29,
TASK001421,Follow up on order status,Not Started,2026-03-29,
TASK001422,Product demo scheduled,In Progress,2026-03-29,
TASK001423,Send quote revision,Completed,2026-03-29,
TASK001424,Contract review meeting,Not Started,2026-03-29,
TASK001425,Technical spec call,In Progress,2026-03-29,
TASK001426,Delivery confirmation,Completed,2026-03-29,
TASK001427,Invoice dispute follow-up,Not Started,2026-03-29,
TASK001428,Warranty claim initiated,In Progress,2026-03-29,
TASK001429,Installation support scheduled,Completed,2026-03-29,
TASK001430,Quarterly business review,Not Started,2026-03-29,
TASK001431,Return processing started,In Progress,2026-03-29,
TASK001432,Credit memo issued,Completed,2026-03-29,
TASK001433,Backorder notification sent,Not Started,2026-03-29,
TASK001434,Custom order specification,In Progress,2026-03-28,
TASK001435,Compliance documentation sent,Completed,2026-03-28,
TASK001436,Pipeline review completed,Not Started,2026-03-28,
TASK001437,Product spec clarification,In Progress,2026-03-28,
TASK001438,Account renewal discussion,Completed,2026-03-28,
TASK001439,Shipping damage claim filed,Not Started,2026-03-28,
TASK001440,New lead qualification call,In Progress,2026-03-28,
TASK001441,Follow up on order status,Completed,2026-03-28,
TASK001442,Product demo scheduled,Not Started,2026-03-28,
TASK001443,Send quote revision,In Progress,2026-03-28,
TASK001444,Contract review meeting,Completed,2026-03-28,
TASK001445,Technical spec call,Not Started,2026-03-28,
TASK001446,Delivery confirmation,In Progress,2026-03-28,
TASK001447,Invoice dispute follow-up,Completed,2026-03-28,
TASK001448,Warranty claim initiated,Not Started,2026-03-28,
TASK001449,Installation support scheduled,In Progress,2026-03-28,
TASK001450,Quarterly business review,Completed,2026-03-28,
TASK001451,Return processing started,Not Started,2026-03-27,
TASK001452,Credit memo issued,In Progress,2026-03-27,
TASK001453,Backorder notification sent,Completed,2026-03-27,
TASK001454,Custom order specification,Not Started,2026-03-27,
TASK001455,Compliance documentation sent,In Progress,2026-03-27,
TASK001456,Pipeline review completed,Completed,2026-03-27,
TASK001457,Product spec clarification,Not Started,2026-03-27,
TASK001458,Account renewal discussion,In Progress,2026-03-27,
TASK001459,Shipping damage claim filed,Completed,2026-03-27,
TASK001460,New lead qualification call,Not Started,2026-03-27,
TASK001461,Follow up on order status,In Progress,2026-03-27,
TASK001462,Product demo scheduled,Completed,2026-03-27,
TASK001463,Send quote revision,Not Started,2026-03-27,
TASK001464,Contract review meeting,In Progress,2026-03-27,
TASK001465,Technical spec call,Completed,2026-03-27,
TASK001466,Delivery confirmation,Not Started,2026-03-27,
TASK001467,Invoice dispute follow-up,In Progress,2026-03-27,
TASK001468,Warranty claim initiated,Completed,2026-03-26,
TASK001469,Installation support scheduled,Not Started,2026-03-26,
TASK001470,Quarterly business review,In Progress,2026-03-26,
TASK001471,Return processing started,Completed,2026-03-26,
TASK001472,Credit memo issued,Not Started,2026-03-26,
TASK001473,Backorder notification sent,In Progress,2026-03-26,
TASK001474,Custom order specification,Completed,2026-03-26,
TASK001475,Compliance documentation sent,Not Started,2026-03-26,
TASK001476,Pipeline review completed,In Progress,2026-03-26,
TASK001477,Product spec clarification,Completed,2026-03-26,
TASK001478,Account renewal discussion,Not Started,2026-03-26,
TASK001479,Shipping damage claim filed,In Progress,2026-03-26,
TASK001480,New lead qualification call,Completed,2026-03-26,
TASK001481,Follow up on order status,Not Started,2026-03-26,
TASK001482,Product demo scheduled,In Progress,2026-03-26,
TASK001483,Send quote revision,Completed,2026-03-26,
TASK001484,Contract review meeting,Not Started,2026-03-26,
TASK001485,Technical spec call,In Progress,2026-03-25,
TASK001486,Delivery confirmation,Completed,2026-03-25,
TASK001487,Invoice dispute follow-up,Not Started,2026-03-25,
TASK001488,Warranty claim initiated,In Progress,2026-03-25,
TASK001489,Installation support scheduled,Completed,2026-03-25,
TASK001490,Quarterly business review,Not Started,2026-03-25,
TASK001491,Return processing started,In Progress,2026-03-25,
TASK001492,Credit memo issued,Completed,2026-03-25,
TASK001493,Backorder notification sent,Not Started,2026-03-25,
TASK001494,Custom order specification,In Progress,2026-03-25,
TASK001495,Compliance documentation sent,Completed,2026-03-25,
TASK001496,Pipeline review completed,Not Started,2026-03-25,
TASK001497,Product spec clarification,In Progress,2026-03-25,
TASK001498,Account renewal discussion,Completed,2026-03-25,
TASK001499,Shipping damage claim filed,Not Started,2026-03-25,
TASK001500,New lead qualification call,In Progress,2026-03-25,